ID,country,sector_trabajo,area_performance,profesion,cargo_trabajo_actual,actividad_institucion,sabe_programar,años_exp_programacion,niv_conocimiento_programacion,javascript,react,react_native,typescript,node_js,express,next_js,python,java,angular,mongo_db,solidity,unity,net,aws,fue_recomendado,orientacion,preferencia_rol_ia,nivel_estudio_dev,interes_resolver_problemas_inf_dev,capacidad_enfoque_dev,interes_conocimiento_programacion_dev,flexibilidad_cambios_at_work_dev,considera_importante_etica_ddhh_dev,considera_formacion_sector_publico_en_ia_dev,nivel_estudio_pm,mente_abierta_pm,interes_agile_pm,virtud_confiabilidad_pm,virtud_liderazgo_pm,virtud_proactividad_pm,virtud_valoracion_pm,virtud_seguimiento_proyectos_pm,virtud_persona_organizada_pm,interes_soft_seguimiento_proyectos_pm,considera_importante_etica_ddhh_pm,considera_formacion_sector_publico_en_ia_pm,nivel_estudio_ds,interes_proyeccion_datos_ds,interes_visualizaciones_ds,considera_util_decisiones_datos_ds,interes_volumens_datos_ds,sabe_aplicar_metodologias_ds,virtud_innovacion_ds,interes_deteccion_patrones_ds,considera_importante_etica_ddhh_ds,considera_formacion_sector_publico_en_ia_ds,verticales_ds,nivel_ingles_ds,score,mod_gob_datos_TERMINADO,mod_design_desploy_TERMINADO,mod_gob_ia_TERMINADO,mod_react_basic_TERMINADO,mod_react_avanzado_TERMINADO,mod_node_js_TERMINADO,mod_javascript_TERMINADO,mod_challenge_backenv_TERMINADO,mod_node_js_CURSANDO,mod_react_avanzado_CURSANDO,mod_design_desploy_CURSANDO,mod_gob_datos_CURSANDO,mod_gob_ia_CURSANDO,niv_estudio_perfil_dev,niv_estudio_perfil_ds,niv_estudio_perfil_pm,nivel_estudio,considera_importante_etica_ddhh,considera_formacion_sector_publico_en_ia,perfil
A2532,Argentina,Sector Privado,,'-,,No,principiante,,,,,,,,,,,,,,,,,,NO,no_quiere_programar,"Gobernanza de datos, información y conocimiento",sin_datos,0,0,0,0,0,0,sin_datos,0,0,0,0,0,0,0,0,0,0,0,Cursé Start coding y me inscribo con recomendación de las autoridades del mismo,10,10,10,10,10,10,10,10,10,IA y Sector Público,sin_datos,90,0,0,0,0,0,0,0,0,0,0,0,0,0,,start_coding_cursado,,start_coding_cursado,0,0,3
A2533,Peru,Sector Público,,Área académica de la Marina de Guerra del Perú,,No,principiante,,,,,,,,,,,,,,,,,,SI,no_quiere_programar,Project manager de sistemas de inteligencia artificial,sin_datos,0,0,0,0,0,0,Cuento con título de grado o soy estudiante avanzado de cualquier carrera ( sin conocimientos de IA),6,10,10,6,6,10,10,10,8,10,10,sin_datos,0,0,0,0,0,0,0,0,0,sin_datos,sin_datos,96,TERMINO,0,0,0,0,0,0,0,0,0,0,CURSANDO,0,,,grad_av_sin_IA,grad_av_sin_IA,10,10,3
A2534,Venezuela,Sector Privado,,Desarrollador de software,,'-,solo_sabe_programar,,Nivel de conocimiento alto,,,,,,,,,,,,,,,,SI,quiere_programar,sin_datos,Cuento con título de grado o soy estudiante avanzado de carrera informática con poca experiencia o falta acreditación en automatización y/o IA.,10,9,10,10,10,9,sin_datos,0,0,0,0,0,0,0,0,0,0,0,sin_datos,0,0,0,0,0,0,0,0,0,sin_datos,sin_datos,57,0,0,0,0,0,0,0,0,0,0,0,CURSANDO,0,grad_av_sin_IA,,,grad_av_sin_IA,0,0,3
A2535,Chile,Sector Público,,Administración pública/proyectos,,No,principiante,,,,,,,,,,,,,,,,,,SI,no_quiere_programar,"Gobernanza de datos, información y conocimiento",sin_datos,0,0,0,0,0,0,sin_datos,0,0,0,0,0,0,0,0,0,0,0,Cuento con título de grado o soy estudiante avanzado de cualquier carrera ( sin conocimientos de IA),10,10,10,10,10,10,10,10,10,IA y Sector Público,sin_datos,90,0,0,0,0,0,0,0,0,0,0,0,CURSANDO,0,,grad_av_sin_IA,,grad_av_sin_IA,0,0,3
A2536,Argentina,Sector Público,,Seguridad,,Docencia y estudio,principiante,,,,,,,,,,,,,,,,,,SI,quiere_programar,sin_datos,Cuento con título de grado o soy estudiante de una carrera que no se relaciona con la informática.,10,10,10,10,10,10,sin_datos,0,0,0,0,0,0,0,0,0,0,0,sin_datos,0,0,0,0,0,0,0,0,0,sin_datos,sin_datos,59,0,0,0,0,0,0,0,0,0,CURSANDO,0,0,0,grad_av_sin_IA,,,grad_av_sin_IA,0,0,3
A2537,Argentina,Sector Público,,Justicia,,Laboratorios de Informática Forense,principiante,,,,,,,,,,,,,,,,,,SI,quiere_programar,sin_datos,Cuento con título de grado o soy estudiante avanzado de carrera informática con poca experiencia o falta acreditación en automatización y/o IA.,10,10,10,10,10,10,sin_datos,0,0,0,0,0,0,0,0,0,0,0,sin_datos,0,0,0,0,0,0,0,0,0,sin_datos,sin_datos,59,0,0,0,0,0,0,0,0,0,CURSANDO,0,0,0,grad_av_sin_IA,,,grad_av_sin_IA,0,0,3
A2538,Argentina,Sector Público,,Administración pública,,Estudio Análisis de Datos,principiante,,,,,,,,,,,,,,,,,,NO,quiere_programar,sin_datos,Cuento con título de grado o soy estudiante de una carrera que no se relaciona con la informática.,10,10,10,10,10,10,sin_datos,0,0,0,0,0,0,0,0,0,0,0,sin_datos,0,0,0,0,0,0,0,0,0,sin_datos,sin_datos,59,0,0,0,0,0,0,0,0,0,CURSANDO,0,0,0,grad_av_sin_IA,,,grad_av_sin_IA,0,0,3
A2539,Colombia,Sector Público,,Salud,,No,solo_sabe_programar,,Nivel de conocimiento intermedio,,,,,,,,,,,,,,,,NO,quiere_programar,sin_datos,Cuento con título de grado o soy estudiante de una carrera que no se relaciona con la informática.,10,10,10,10,10,10,sin_datos,0,0,0,0,0,0,0,0,0,0,0,sin_datos,0,0,0,0,0,0,0,0,0,sin_datos,sin_datos,59,0,0,0,0,0,0,0,0,0,0,0,CURSANDO,0,grad_av_sin_IA,,,grad_av_sin_IA,0,0,3
A2540,Argentina,Sector Privado,,Industria Automotriz,,No,principiante,,,,,,,,,,,,,,,,,,SI,quiere_programar,sin_datos,Cuento con título de grado o soy estudiante de una carrera que no se relaciona con la informática.,10,8,10,8,10,10,sin_datos,0,0,0,0,0,0,0,0,0,0,0,sin_datos,0,0,0,0,0,0,0,0,0,sin_datos,sin_datos,55,0,0,0,0,0,0,0,0,0,CURSANDO,0,0,0,grad_av_sin_IA,,,grad_av_sin_IA,0,0,3
A2541,Argentina,Sector Público,,Educación,,Docência en el ámbito tecnológico,principiante,,,,,,,,,,,,,,,,,,NO,no_quiere_programar,"Gobernanza de datos, información y conocimiento",sin_datos,0,0,0,0,0,0,sin_datos,0,0,0,0,0,0,0,0,0,0,0,Cuento con título de grado o soy estudiante avanzado de cualquier carrera ( sin conocimientos de IA),10,10,10,10,10,10,10,10,10,IA y Justicia,sin_datos,90,0,0,0,0,0,0,0,0,0,CURSANDO,0,0,0,,grad_av_sin_IA,,grad_av_sin_IA,0,0,3
A2542,Argentina,Sector Privado,,Laboratorio,,no,solo_sabe_programar,,Nivel de conocimiento bajo,,,,,,,,,,,,,,,,NO,quiere_programar,sin_datos,No cuento con experiencia en automatización o IA,9,6,10,10,10,10,sin_datos,0,0,0,0,0,0,0,0,0,0,0,sin_datos,0,0,0,0,0,0,0,0,0,sin_datos,sin_datos,54,0,0,0,0,0,0,0,0,0,CURSANDO,0,0,0,solo_sabe_programar,,,solo_sabe_programar,0,0,3
A2543,Colombia,Sector Privado,,Energía,,Infraestructura,solo_sabe_programar,,Nivel de conocimiento intermedio,,,,,,,,,,,,,,,,NO,quiere_programar,sin_datos,No cuento con experiencia en automatización o IA,8,8,9,9,10,10,sin_datos,0,0,0,0,0,0,0,0,0,0,0,sin_datos,0,0,0,0,0,0,0,0,0,sin_datos,sin_datos,53,0,0,0,0,0,0,0,0,0,0,0,0,0,solo_sabe_programar,,,solo_sabe_programar,0,0,3
A2544,Colombia,Sector Privado,,Legal,,No,principiante,,,,,,,,,,,,,,,,,,NO,no_quiere_programar,"Gobernanza de datos, información y conocimiento",sin_datos,0,0,0,0,0,0,sin_datos,0,0,0,0,0,0,0,0,0,0,0,"Cuento con título de grado o estudiante avanzado de cualquier carrera, con conocimientos de IA",10,9,10,8,8,8,10,10,10,IA y Justicia,sin_datos,83,0,0,0,0,0,0,0,0,0,0,0,CURSANDO,0,,grado_av_con_IA,,grado_av_con_IA,0,0,3
A2545,Mexico,Sector Público,,educación,,docencia,principiante,,,,,,,,,,,,,,,,,,NO,no_quiere_programar,"Gobernanza de datos, información y conocimiento",sin_datos,0,0,0,0,0,0,sin_datos,0,0,0,0,0,0,0,0,0,0,0,Cuento con título de grado o soy estudiante avanzado de cualquier carrera ( sin conocimientos de IA),10,8,10,10,10,10,10,10,10,IA y ética,sin_datos,88,0,0,0,0,0,0,0,0,0,0,0,CURSANDO,0,,grad_av_sin_IA,,grad_av_sin_IA,0,0,3
A2546,Mexico,Sector Privado,,Educación,,Docencia,principiante,,,,,,,,,,,,,,,,,,NO,no_quiere_programar,"Gobernanza de datos, información y conocimiento",sin_datos,0,0,0,0,0,0,sin_datos,0,0,0,0,0,0,0,0,0,0,0,Cuento con título de grado o soy estudiante avanzado de cualquier carrera ( sin conocimientos de IA),10,10,10,10,10,10,10,10,10,IA y Sector Público,sin_datos,90,TERMINO,0,TERMINO,0,0,0,0,0,0,0,CURSANDO,CURSANDO,CURSANDO,,grad_av_sin_IA,,grad_av_sin_IA,0,0,3
A2547,Ecuador,No trabajo,,,,,solo_sabe_programar,,Nivel de conocimiento intermedio,,,,,,,,,,,,,,,,NO,quiere_programar,sin_datos,Cuento con título de grado o soy estudiante de una carrera que no se relaciona con la informática.,10,10,10,10,10,10,sin_datos,0,0,0,0,0,0,0,0,0,0,0,sin_datos,0,0,0,0,0,0,0,0,0,sin_datos,sin_datos,59,0,0,0,0,0,0,0,0,0,0,0,CURSANDO,0,grad_av_sin_IA,,,grad_av_sin_IA,0,0,3
A2548,Argentina,No trabajo,,,,,principiante,,,,,,,,,,,,,,,,,,NO,quiere_programar,sin_datos,No cuento con experiencia en automatización o IA,7,9,9,10,10,10,sin_datos,0,0,0,0,0,0,0,0,0,0,0,sin_datos,0,0,0,0,0,0,0,0,0,sin_datos,sin_datos,54,0,0,0,0,0,0,0,0,0,CURSANDO,0,0,0,principiante,,,principiante,0,0,3
A2549,Argentina,No trabajo,,,,,solo_sabe_programar,,Nivel de conocimiento bajo,,,,,,,,,,,,,,,,NO,quiere_programar,sin_datos,Cuento con título de grado o soy estudiante de una carrera que no se relaciona con la informática.,10,8,10,9,10,9,sin_datos,0,0,0,0,0,0,0,0,0,0,0,sin_datos,0,0,0,0,0,0,0,0,0,sin_datos,sin_datos,55,0,0,0,TERMINO,TERMINO,TERMINADO,0,TERMINO,CURSANDO,CURSANDO,0,0,0,grad_av_sin_IA,,,grad_av_sin_IA,0,0,3
A2550,Argentina,No trabajo,,,,,solo_sabe_programar,,Nivel de conocimiento alto,,,,,,,,,,,,,,,,NO,quiere_programar,sin_datos,Cuento con título de grado o soy estudiante avanzado de carrera informática con poca experiencia o no cuento con acreditación.,8,8,10,9,8,7,sin_datos,0,0,0,0,0,0,0,0,0,0,0,sin_datos,0,0,0,0,0,0,0,0,0,sin_datos,sin_datos,49,0,0,0,0,0,0,0,0,0,0,0,CURSANDO,0,grad_av_sin_IA,,,grad_av_sin_IA,0,0,2
A2551,Argentina,Sector Público,,Transformación Cultural / Empleo Publico,,Colaboración en instituciones de empleo,principiante,,,,,,,,,,,,,,,,,,NO,quiere_programar,sin_datos,Cuento con título de grado o soy estudiante de una carrera que no se relaciona con la informática.,9,6,9,8,10,10,sin_datos,0,0,0,0,0,0,0,0,0,0,0,sin_datos,0,0,0,0,0,0,0,0,0,sin_datos,sin_datos,51,0,0,0,0,0,0,0,0,0,CURSANDO,0,0,0,grad_av_sin_IA,,,grad_av_sin_IA,0,0,3
A2552,Colombia,Sector Privado,,Contable,,Colaboración fundación,principiante,,,,,,,,,,,,,,,,,,SI,quiere_programar,sin_datos,No cuento con experiencia en automatización o IA,9,10,10,10,10,10,sin_datos,0,0,0,0,0,0,0,0,0,0,0,sin_datos,0,0,0,0,0,0,0,0,0,sin_datos,sin_datos,58,0,0,0,0,0,0,0,0,0,CURSANDO,0,0,0,principiante,,,principiante,0,0,3
A2553,Colombia,Sector Público,,Gobierno,,No,principiante,,,,,,,,,,,,,,,,,,NO,quiere_programar,sin_datos,Cuento con título de grado o soy estudiante de una carrera que no se relaciona con la informática.,10,8,10,10,10,10,sin_datos,0,0,0,0,0,0,0,0,0,0,0,sin_datos,0,0,0,0,0,0,0,0,0,sin_datos,sin_datos,57,0,0,0,0,0,0,0,0,0,CURSANDO,0,0,0,grad_av_sin_IA,,,grad_av_sin_IA,0,0,3
A2554,Argentina,No trabajo,,,,,solo_sabe_programar,,Nivel de conocimiento intermedio,,,,,,,,,,,,,,,,NO,quiere_programar,sin_datos,No cuento con experiencia en automatización o IA,10,10,10,10,10,10,sin_datos,0,0,0,0,0,0,0,0,0,0,0,sin_datos,0,0,0,0,0,0,0,0,0,sin_datos,sin_datos,59,TERMINO,0,TERMINO,0,0,0,0,0,0,0,CURSANDO,CURSANDO,CURSANDO,solo_sabe_programar,,,solo_sabe_programar,0,0,3
A2555,Colombia,Sector Público,,Educación innovación,,Investigador,solo_sabe_programar,,Nivel de conocimiento intermedio,,,,,,,,,,,,,,,,NO,quiere_programar,sin_datos,Cuento con título de grado o soy estudiante de una carrera que no se relaciona con la informática.,10,10,10,10,10,10,sin_datos,0,0,0,0,0,0,0,0,0,0,0,sin_datos,0,0,0,0,0,0,0,0,0,sin_datos,sin_datos,59,TERMINO,TERMINO,TERMINO,0,0,0,0,0,0,0,CURSANDO,CURSANDO,CURSANDO,grad_av_sin_IA,,,grad_av_sin_IA,0,0,3
A2556,Costa Rica,Sector Privado,,Tecnologías de la información,,Colaboro en redes de jóvenes a nivel internacional.,solo_sabe_programar,,Nivel de conocimiento intermedio,,,,,,,,,,,,,,,,NO,quiere_programar,sin_datos,No cuento con experiencia en automatización o IA,9,7,10,9,10,10,sin_datos,0,0,0,0,0,0,0,0,0,0,0,sin_datos,0,0,0,0,0,0,0,0,0,sin_datos,sin_datos,54,0,0,0,0,0,0,0,0,0,0,0,CURSANDO,0,solo_sabe_programar,,,solo_sabe_programar,0,0,3
A2557,Bolivia,Sector Privado,,Gerencia,,Comercializacion de en el sector agrícola y alimentos en general,principiante,,,,,,,,,,,,,,,,,,NO,no_quiere_programar,Project manager de sistemas de inteligencia artificial,sin_datos,0,0,0,0,0,0,Cuento con título de grado o soy estudiante avanzado de cualquier carrera ( sin conocimientos de IA),10,10,9,10,9,10,10,10,9,9,10,sin_datos,0,0,0,0,0,0,0,0,0,sin_datos,sin_datos,106,0,0,0,0,0,0,0,0,0,0,0,CURSANDO,0,,,grad_av_sin_IA,grad_av_sin_IA,9,10,3
A2558,Argentina,Sector Privado,,Tecnología,,No,principiante,,,,,,,,,,,,,,,,,,NO,quiere_programar,sin_datos,No cuento con experiencia en automatización o IA,10,7,10,10,10,10,sin_datos,0,0,0,0,0,0,0,0,0,0,0,sin_datos,0,0,0,0,0,0,0,0,0,sin_datos,sin_datos,56,0,0,0,0,0,0,0,0,0,CURSANDO,0,0,0,principiante,,,principiante,0,0,3
A2559,Argentina,Sector Privado,,Administración,,No,principiante,,,,,,,,,,,,,,,,,,NO,no_quiere_programar,Project manager de sistemas de inteligencia artificial,sin_datos,0,0,0,0,0,0,Cursé Start coding y me inscribo sin recomendación de las autoridades del mismo,9,10,10,9,10,10,10,10,10,10,10,sin_datos,0,0,0,0,0,0,0,0,0,sin_datos,sin_datos,108,0,0,0,0,0,0,0,0,0,0,0,CURSANDO,0,,,start_coding_cursado,start_coding_cursado,10,10,3
A2560,Peru,Sector Privado,,Seguros,,Colaboración con ONG's,solo_sabe_programar,,Nivel de conocimiento intermedio,,,,,,,,,,,,,,,,NO,quiere_programar,sin_datos,Cuento con título de grado o soy estudiante de una carrera que no se relaciona con la informática.,10,10,10,10,10,10,sin_datos,0,0,0,0,0,0,0,0,0,0,0,sin_datos,0,0,0,0,0,0,0,0,0,sin_datos,sin_datos,59,TERMINO,0,0,0,0,0,0,0,0,0,0,CURSANDO,0,grad_av_sin_IA,,,grad_av_sin_IA,0,0,3
A2561,El Salvador,Sector Privado,,gestión de proyectos,,Pasantía en el PNUD De El Salvador,principiante,,,,,,,,,,,,,,,,,,NO,quiere_programar,sin_datos,Cuento con título de grado o soy estudiante de una carrera que no se relaciona con la informática.,10,10,10,10,10,10,sin_datos,0,0,0,0,0,0,0,0,0,0,0,sin_datos,0,0,0,0,0,0,0,0,0,sin_datos,sin_datos,59,0,0,0,0,0,0,0,0,0,CURSANDO,0,0,0,grad_av_sin_IA,,,grad_av_sin_IA,0,0,3
A2562,Argentina,Sector Público,,Administración pública,,Ayudantía en universidad,solo_sabe_programar,,Nivel de conocimiento intermedio,,,,,,,,,,,,,,,,NO,quiere_programar,sin_datos,Cuento con título de grado o soy estudiante avanzado de carrera informática con poca experiencia o no cuento con acreditación.,10,8,10,10,10,10,sin_datos,0,0,0,0,0,0,0,0,0,0,0,sin_datos,0,0,0,0,0,0,0,0,0,sin_datos,sin_datos,57,0,0,0,0,0,0,0,0,0,0,0,CURSANDO,0,grad_av_sin_IA,,,grad_av_sin_IA,0,0,3
A2563,Argentina,Sector Público,,administración pública,,'-,solo_sabe_programar,,Nivel de conocimiento intermedio,,,,,,,,,,,,,,,,NO,quiere_programar,sin_datos,No cuento con experiencia en automatización o IA,8,9,10,7,10,10,sin_datos,0,0,0,0,0,0,0,0,0,0,0,sin_datos,0,0,0,0,0,0,0,0,0,sin_datos,sin_datos,53,TERMINO,0,0,0,0,0,0,0,0,0,0,CURSANDO,0,solo_sabe_programar,,,solo_sabe_programar,0,0,3
A2564,Argentina,Sector Público,,Sistemas del Poder Judicial de Santiago del Estero,,no,principiante,,,,,,,,,,,,,,,,,,SI,quiere_programar,sin_datos,Cuento con título de grado o soy estudiante de una carrera que no se relaciona con la informática.,10,8,10,10,10,10,sin_datos,0,0,0,0,0,0,0,0,0,0,0,sin_datos,0,0,0,0,0,0,0,0,0,sin_datos,sin_datos,57,0,0,0,0,0,0,0,0,0,CURSANDO,0,0,0,grad_av_sin_IA,,,grad_av_sin_IA,0,0,3
A2565,Colombia,Sector Privado,,"Derecho, politicas públicas",,,principiante,,,,,,,,,,,,,,,,,,NO,quiere_programar,sin_datos,No cuento con experiencia en automatización o IA,10,10,10,10,10,10,sin_datos,0,0,0,0,0,0,0,0,0,0,0,sin_datos,0,0,0,0,0,0,0,0,0,sin_datos,sin_datos,59,0,0,0,0,0,0,0,0,0,CURSANDO,0,0,0,principiante,,,principiante,0,0,3
A2566,Peru,Sector Privado,,Informática,,'-,solo_sabe_programar,,Nivel de conocimiento intermedio,,,,,,,,,,,,,,,,SI,quiere_programar,sin_datos,No cuento con experiencia en automatización o IA,10,10,10,9,9,10,sin_datos,0,0,0,0,0,0,0,0,0,0,0,sin_datos,0,0,0,0,0,0,0,0,0,sin_datos,sin_datos,57,0,0,0,0,0,0,0,0,0,0,0,CURSANDO,0,solo_sabe_programar,,,solo_sabe_programar,0,0,3
A2567,Argentina,Sector Privado,,Educación,,Emprendimiento propio,solo_sabe_programar,,Nivel de conocimiento intermedio,,,,,,,,,,,,,,,,SI,quiere_programar,sin_datos,No cuento con experiencia en automatización o IA,10,9,10,9,9,8,sin_datos,0,0,0,0,0,0,0,0,0,0,0,sin_datos,0,0,0,0,0,0,0,0,0,sin_datos,sin_datos,54,0,0,0,0,0,0,0,0,0,0,0,CURSANDO,0,solo_sabe_programar,,,solo_sabe_programar,0,0,3
A2568,Argentina,No trabajo,,,,,principiante,,,,,,,,,,,,,,,,,,NO,quiere_programar,sin_datos,Cuento con título de grado o soy estudiante de una carrera que no se relaciona con la informática.,9,10,10,10,8,10,sin_datos,0,0,0,0,0,0,0,0,0,0,0,sin_datos,0,0,0,0,0,0,0,0,0,sin_datos,sin_datos,56,0,0,0,0,0,0,0,0,0,CURSANDO,0,0,0,grad_av_sin_IA,,,grad_av_sin_IA,0,0,3
A2569,Peru,Sector Público,,Gestión pública y mejora regulatoria,,Docencia en universidades,principiante,,,,,,,,,,,,,,,,,,NO,quiere_programar,sin_datos,No cuento con experiencia en automatización o IA,10,10,10,10,10,10,sin_datos,0,0,0,0,0,0,0,0,0,0,0,sin_datos,0,0,0,0,0,0,0,0,0,sin_datos,sin_datos,59,0,0,0,0,0,0,0,0,0,CURSANDO,0,0,0,principiante,,,principiante,0,0,3
A2570,Argentina,Sector Privado,,Analista AML,,No,solo_sabe_programar,,Nivel de conocimiento bajo,,,,,,,,,,,,,,,,NO,no_quiere_programar,"Gobernanza de datos, información y conocimiento",sin_datos,0,0,0,0,0,0,sin_datos,0,0,0,0,0,0,0,0,0,0,0,Cuento con título de grado o soy estudiante avanzado de cualquier carrera ( sin conocimientos de IA),10,10,10,10,10,10,10,10,10,IA y educación,sin_datos,90,0,0,0,0,0,0,0,0,0,0,0,CURSANDO,0,,grad_av_sin_IA,,grad_av_sin_IA,0,0,3
A2571,Uruguay,Sector Público,,Direccion General Impositiva,,no,solo_sabe_programar,,Nivel de conocimiento intermedio,,,,,,,,,,,,,,,,SI,quiere_programar,sin_datos,Cuento con título de grado o soy estudiante avanzado de carrera informática con poca experiencia o no cuento con acreditación.,8,7,9,8,10,8,sin_datos,0,0,0,0,0,0,0,0,0,0,0,sin_datos,0,0,0,0,0,0,0,0,0,sin_datos,sin_datos,49,0,0,0,0,0,0,0,0,0,0,0,CURSANDO,0,grad_av_sin_IA,,,grad_av_sin_IA,0,0,2
A2572,Argentina,Sector Privado,,Administración,,no,principiante,,,,,,,,,,,,,,,,,,NO,quiere_programar,sin_datos,No cuento con experiencia en automatización o IA,10,7,10,10,10,10,sin_datos,0,0,0,0,0,0,0,0,0,0,0,sin_datos,0,0,0,0,0,0,0,0,0,sin_datos,sin_datos,56,0,0,0,0,0,0,0,0,0,CURSANDO,0,0,0,principiante,,,principiante,0,0,3
A2573,Argentina,Sector Público,,defensa,,no,solo_sabe_programar,,Nivel de conocimiento intermedio,,,,,,,,,,,,,,,,SI,quiere_programar,sin_datos,Cuento con título de grado o soy estudiante de una carrera que no se relaciona con la informática.,10,8,8,7,7,8,sin_datos,0,0,0,0,0,0,0,0,0,0,0,sin_datos,0,0,0,0,0,0,0,0,0,sin_datos,sin_datos,47,TERMINO,0,TERMINO,0,0,0,0,0,0,0,0,CURSANDO,0,grad_av_sin_IA,,,grad_av_sin_IA,0,0,2
A2574,Argentina,Sector Privado,,salud,,no,principiante,,,,,,,,,,,,,,,,,,SI,no_quiere_programar,"Gobernanza de datos, información y conocimiento",sin_datos,0,0,0,0,0,0,sin_datos,0,0,0,0,0,0,0,0,0,0,0,Cuento con título de grado o soy estudiante avanzado de cualquier carrera ( sin conocimientos de IA),8,8,9,8,8,7,9,10,10,IA y salud,sin_datos,77,0,0,0,0,0,0,0,0,0,0,0,CURSANDO,0,,grad_av_sin_IA,,grad_av_sin_IA,0,0,3
A2575,Peru,Sector Privado,,Operaciones,,Ayuda en Universidad como Speaker y Asesor de Organizaciones Estudiantiles,solo_sabe_programar,,Nivel de conocimiento intermedio,,,,,,,,,,,,,,,,NO,quiere_programar,sin_datos,Cuento con título de grado o soy estudiante avanzado de carrera informática con poca experiencia o falta acreditación en automatización y/o IA.,10,10,7,7,8,8,sin_datos,0,0,0,0,0,0,0,0,0,0,0,sin_datos,0,0,0,0,0,0,0,0,0,sin_datos,sin_datos,49,0,0,0,0,0,0,0,0,0,0,0,CURSANDO,0,grad_av_sin_IA,,,grad_av_sin_IA,0,0,2
A2576,Argentina,No trabajo,,,,,principiante,,,,,,,,,,,,,,,,,,SI,quiere_programar,sin_datos,No cuento con experiencia en automatización o IA,5,8,10,9,9,9,sin_datos,0,0,0,0,0,0,0,0,0,0,0,sin_datos,0,0,0,0,0,0,0,0,0,sin_datos,sin_datos,49,0,0,0,0,0,0,0,0,0,CURSANDO,0,0,0,principiante,,,principiante,0,0,2
A2577,Argentina,Sector Privado,,Administración Privada,,No,principiante,,,,,,,,,,,,,,,,,,SI,quiere_programar,sin_datos,Cuento con título de grado o soy estudiante de una carrera que no se relaciona con la informática.,10,8,10,10,10,10,sin_datos,0,0,0,0,0,0,0,0,0,0,0,sin_datos,0,0,0,0,0,0,0,0,0,sin_datos,sin_datos,57,0,0,0,0,0,0,0,0,0,CURSANDO,0,0,0,grad_av_sin_IA,,,grad_av_sin_IA,0,0,3
A2578,Peru,Sector Privado,,Ingeniería de Sistemas,,CEO de mi propia Agencia Digital,solo_sabe_programar,,Nivel de conocimiento intermedio,,,,,,,,,,,,,,,,SI,quiere_programar,sin_datos,Cuento con título de grado o soy estudiante avanzado de carrera informática con poca experiencia o falta acreditación en automatización y/o IA.,10,10,10,10,10,10,sin_datos,0,0,0,0,0,0,0,0,0,0,0,sin_datos,0,0,0,0,0,0,0,0,0,sin_datos,sin_datos,59,0,0,0,0,0,0,0,0,0,0,0,CURSANDO,0,grad_av_sin_IA,,,grad_av_sin_IA,0,0,3
A2579,Argentina,Sector Privado,,IT,,No,solo_sabe_programar,,Nivel de conocimiento intermedio,,,,,,,,,,,,,,,,NO,quiere_programar,sin_datos,Cuento con título de grado o soy estudiante avanzado de carrera informática con poca experiencia o falta acreditación en automatización y/o IA.,10,8,10,10,10,10,sin_datos,0,0,0,0,0,0,0,0,0,0,0,sin_datos,0,0,0,0,0,0,0,0,0,sin_datos,sin_datos,57,0,0,0,0,0,0,0,0,0,0,0,CURSANDO,0,grad_av_sin_IA,,,grad_av_sin_IA,0,0,3
A2580,Argentina,Sector Privado,,Industria Alimenticia,,No por el momento,principiante,,,,,,,,,,,,,,,,,,NO,quiere_programar,sin_datos,No cuento con experiencia en automatización o IA,10,10,10,10,10,10,sin_datos,0,0,0,0,0,0,0,0,0,0,0,sin_datos,0,0,0,0,0,0,0,0,0,sin_datos,sin_datos,59,0,0,0,0,0,0,0,0,0,CURSANDO,0,0,0,principiante,,,principiante,0,0,3
A2581,Peru,No trabajo,,,,,principiante,,,,,,,,,,,,,,,,,,SI,quiere_programar,sin_datos,Cuento con título de grado o soy estudiante avanzado de carrera informática con poca experiencia o no cuento con acreditación.,9,9,9,9,10,10,sin_datos,0,0,0,0,0,0,0,0,0,0,0,sin_datos,0,0,0,0,0,0,0,0,0,sin_datos,sin_datos,55,0,0,0,0,0,0,0,0,0,CURSANDO,0,0,0,grad_av_sin_IA,,,grad_av_sin_IA,0,0,3
A2582,Peru,Sector Público,,Recursos Humanos,,Consultor,principiante,,,,,,,,,,,,,,,,,,NO,no_quiere_programar,"Gobernanza de datos, información y conocimiento",sin_datos,0,0,0,0,0,0,sin_datos,0,0,0,0,0,0,0,0,0,0,0,"Cuento con título de grado o estudiante avanzado de cualquier carrera, con conocimientos de IA",10,10,10,10,8,9,10,10,10,IA y Sector Público,sin_datos,87,0,0,0,0,0,0,0,0,0,0,0,0,0,,grado_av_con_IA,,grado_av_con_IA,0,0,3
A2583,Argentina,No trabajo,,,,,solo_sabe_programar,,Nivel de conocimiento intermedio,,,,,,,,,,,,,,,,SI,quiere_programar,sin_datos,No cuento con experiencia en automatización o IA,8,8,10,10,10,10,sin_datos,0,0,0,0,0,0,0,0,0,0,0,sin_datos,0,0,0,0,0,0,0,0,0,sin_datos,sin_datos,55,0,0,0,0,0,0,0,0,0,0,0,0,0,solo_sabe_programar,,,solo_sabe_programar,0,0,3
