ID,country,sector_trabajo,area_performance,profesion,cargo_trabajo_actual,actividad_institucion,sabe_programar,años_exp_programacion,niv_conocimiento_programacion,javascript,react,react_native,typescript,node_js,express,next_js,python,java,angular,mongo_db,solidity,unity,net,aws,fue_recomendado,orientacion,preferencia_rol_ia,nivel_estudio_dev,interes_resolver_problemas_inf_dev,capacidad_enfoque_dev,interes_conocimiento_programacion_dev,flexibilidad_cambios_at_work_dev,considera_importante_etica_ddhh_dev,considera_formacion_sector_publico_en_ia_dev,nivel_estudio_pm,mente_abierta_pm,interes_agile_pm,virtud_confiabilidad_pm,virtud_liderazgo_pm,virtud_proactividad_pm,virtud_valoracion_pm,virtud_seguimiento_proyectos_pm,virtud_persona_organizada_pm,interes_soft_seguimiento_proyectos_pm,considera_importante_etica_ddhh_pm,considera_formacion_sector_publico_en_ia_pm,nivel_estudio_ds,interes_proyeccion_datos_ds,interes_visualizaciones_ds,considera_util_decisiones_datos_ds,interes_volumens_datos_ds,sabe_aplicar_metodologias_ds,virtud_innovacion_ds,interes_deteccion_patrones_ds,considera_importante_etica_ddhh_ds,considera_formacion_sector_publico_en_ia_ds,verticales_ds,nivel_ingles_ds,score,mod_gob_datos_TERMINADO,mod_design_desploy_TERMINADO,mod_gob_ia_TERMINADO,mod_react_basic_TERMINADO,mod_react_avanzado_TERMINADO,mod_node_js_TERMINADO,mod_javascript_TERMINADO,mod_challenge_backenv_TERMINADO,mod_node_js_CURSANDO,mod_react_avanzado_CURSANDO,mod_design_desploy_CURSANDO,mod_gob_datos_CURSANDO,mod_gob_ia_CURSANDO,niv_estudio_perfil_dev,niv_estudio_perfil_ds,niv_estudio_perfil_pm,nivel_estudio,considera_importante_etica_ddhh,considera_formacion_sector_publico_en_ia,perfil
A0001,Colombia,Sector Privado,Tecnología e Innovación,Diseñador Web,Diseñador web,No,solo_sabe_programar,Menos de 1 año,Nivel de conocimiento bajo,JR,Sin Conocimiento,Sin Conocimiento,Sin Conocimiento,Sin Conocimiento,Sin Conocimiento,Sin Conocimiento,JR,JR,Sin Conocimiento,Sin Conocimiento,Sin Conocimiento,Sin Conocimiento,Sin Conocimiento,Sin Conocimiento,NO,quiere_programar,sin_datos,No cuento con experiencia en automatización o IA,10,10,10,10,10,10,sin_datos,0,0,0,0,0,0,0,0,0,0,0,sin_datos,0,0,0,0,0,0,0,0,0,sin_datos,sin_datos,59,0,0,0,0,0,0,0,0,0,CURSANDO,0,0,0,solo_sabe_programar,,,solo_sabe_programar,0,0,3
A0002,Argentina,Sector Privado,Otras,Abogado,Abogado,"Miembro equipo de investigacion CIJS de la Facultad de Derecho de la UNC, adscripto en la catedra B de D. Internacional Privado, Profesor de D. Internacional Privado UCES",principiante,,,,,,,,,,,,,,,,,,SI,quiere_programar,sin_datos,No cuento con experiencia en automatización o IA,9,10,10,9,10,10,sin_datos,0,0,0,0,0,0,0,0,0,0,0,sin_datos,0,0,0,0,0,0,0,0,0,sin_datos,sin_datos,57,0,0,0,0,0,0,0,0,0,CURSANDO,0,0,0,principiante,,,principiante,0,0,3
A0003,Argentina,No trabajo,,,,,principiante,,,,,,,,,,,,,,,,,,SI,quiere_programar,sin_datos,No cuento con experiencia en automatización o IA,10,9,10,10,10,10,sin_datos,0,0,0,0,0,0,0,0,0,0,0,sin_datos,0,0,0,0,0,0,0,0,0,sin_datos,sin_datos,58,0,0,0,0,0,0,0,0,0,CURSANDO,0,0,0,principiante,,,principiante,0,0,3
A0004,Argentina,No trabajo,,,,,principiante,,,,,,,,,,,,,,,,,,SI,quiere_programar,sin_datos,No cuento con experiencia en automatización o IA,10,10,10,10,10,9,sin_datos,0,0,0,0,0,0,0,0,0,0,0,sin_datos,0,0,0,0,0,0,0,0,0,sin_datos,sin_datos,58,0,0,0,0,0,0,0,0,0,CURSANDO,0,0,0,principiante,,,principiante,0,0,3
A0005,Bolivia,Sector Público,Administración Pública,Economía - Mención Análisis Económico,Econometrista - Investigador,Teacher Assistant en RIEF The Research Institute in Economics and Finance,solo_sabe_programar,1 a 3 años,Nivel de conocimiento intermedio,Sin Conocimiento,Sin Conocimiento,Sin Conocimiento,Sin Conocimiento,Sin Conocimiento,Sin Conocimiento,Sin Conocimiento,SSR,Sin Conocimiento,Sin Conocimiento,Sin Conocimiento,Sin Conocimiento,,Sin Conocimiento,Sin Conocimiento,SI,quiere_programar,sin_datos,Cuento con título de grado o soy estudiante de una carrera que no se relaciona con la informática.,10,5,10,10,10,10,sin_datos,0,0,0,0,0,0,0,0,0,0,0,sin_datos,0,0,0,0,0,0,0,0,0,sin_datos,sin_datos,54,0,0,0,0,0,0,0,0,0,0,0,CURSANDO,0,grad_av_sin_IA,,,grad_av_sin_IA,0,0,3
A0006,Bolivia,Sector Público,Administración Pública,Economista,Econometrista Investigador,No,solo_sabe_programar,1 a 3 años,Nivel de conocimiento bajo,JR,Sin Conocimiento,Sin Conocimiento,JR,Sin Conocimiento,Sin Conocimiento,Sin Conocimiento,JR,JR,Sin Conocimiento,Sin Conocimiento,Sin Conocimiento,Sin Conocimiento,Sin Conocimiento,Sin Conocimiento,SI,quiere_programar,sin_datos,Cuento con título de grado o soy estudiante de una carrera que no se relaciona con la informática.,8,8,10,10,8,10,sin_datos,0,0,0,0,0,0,0,0,0,0,0,sin_datos,0,0,0,0,0,0,0,0,0,sin_datos,sin_datos,53,0,0,0,0,0,0,0,0,0,CURSANDO,0,0,0,grad_av_sin_IA,,,grad_av_sin_IA,0,0,3
A0007,Argentina,No trabajo,,,,,principiante,,,,,,,,,,,,,,,,,,SI,quiere_programar,sin_datos,Cuento con título de grado o soy estudiante de una carrera que no se relaciona con la informática.,5,7,8,10,9,9,sin_datos,0,0,0,0,0,0,0,0,0,0,0,sin_datos,0,0,0,0,0,0,0,0,0,sin_datos,sin_datos,47,0,0,0,0,0,0,0,0,0,CURSANDO,0,0,0,grad_av_sin_IA,,,grad_av_sin_IA,0,0,2
A0008,Peru,Sector Público,Tecnología e Innovación,INGENIERO MECANICO,PROFESOR PRINCIPAL-MIEMBROS DE LA ASAMBLEA UNIVERSITARIA,"CONSULTORIA EN INGENIERIA Y GESTION, POLITICAS PUBLICAS E INVESTIGACION",principiante,,,,,,,,,,,,,,,,,,NO,no_quiere_programar,Project manager de sistemas de inteligencia artificial,sin_datos,0,0,0,0,0,0,Cuento con título de grado o soy estudiante avanzado de cualquier carrera ( sin conocimientos de IA),9,9,8,10,9,7,9,9,10,10,10,sin_datos,0,0,0,0,0,0,0,0,0,sin_datos,sin_datos,100,0,0,0,0,0,0,0,0,0,0,0,0,0,,,grad_av_sin_IA,grad_av_sin_IA,10,10,3
A0009,Argentina,Sector Público,Otras,Lic. Cs. Computación,Técnica Profesional A,Docencia - Nivel Terciario,solo_sabe_programar,'+10 años,Nivel de conocimiento intermedio,SSR,Sin Conocimiento,Sin Conocimiento,Sin Conocimiento,Sin Conocimiento,Sin Conocimiento,Sin Conocimiento,Sin Conocimiento,JR,Sin Conocimiento,Sin Conocimiento,Sin Conocimiento,Sin Conocimiento,JR,Sin Conocimiento,NO,quiere_programar,sin_datos,Cuento con título de grado o soy estudiante avanzado de carrera informática con poca experiencia o falta acreditación en automatización y/o IA.,10,8,10,9,10,10,sin_datos,0,0,0,0,0,0,0,0,0,0,0,sin_datos,0,0,0,0,0,0,0,0,0,sin_datos,sin_datos,56,TERMINO,0,TERMINO,0,0,0,0,0,0,0,CURSANDO,CURSANDO,CURSANDO,grad_av_sin_IA,,,grad_av_sin_IA,0,0,3
A0010,Argentina,Sector Privado,Tecnología e Innovación,Lic. en Economia,Lider de Proyecto,Docencia Privada,principiante,,,,,,,,,,,,,,,,,,SI,quiere_programar,sin_datos,Cuento con título de grado o soy estudiante de una carrera que no se relaciona con la informática.,6,8,10,10,10,9,sin_datos,0,0,0,0,0,0,0,0,0,0,0,sin_datos,0,0,0,0,0,0,0,0,0,sin_datos,sin_datos,52,0,0,0,0,0,0,0,0,0,CURSANDO,0,0,0,grad_av_sin_IA,,,grad_av_sin_IA,0,0,3
A0011,Argentina,No trabajo,,,,,principiante,,,,,,,,,,,,,,,,,,SI,quiere_programar,sin_datos,No cuento con experiencia en automatización o IA,10,10,10,10,10,10,sin_datos,0,0,0,0,0,0,0,0,0,0,0,sin_datos,0,0,0,0,0,0,0,0,0,sin_datos,sin_datos,59,0,0,0,0,0,0,0,0,0,CURSANDO,0,0,0,principiante,,,principiante,0,0,3
A0012,Peru,Sector Público,Tecnología e Innovación,INGENIERO MECANICO,PROFESOR PRINCIPAL-MIEMBRO DE LA ASAMBLEA UNIVERSITARIA,INGENIERIA Y SERVICIOS TECNOLOGICOS SAC,principiante,,,,,,,,,,,,,,,,,,SI,no_quiere_programar,Project manager de sistemas de inteligencia artificial,sin_datos,0,0,0,0,0,0,Cuento con título de grado o soy estudiante avanzado de cualquier carrera ( sin conocimientos de IA),9,7,8,9,9,6,9,9,9,10,10,sin_datos,0,0,0,0,0,0,0,0,0,sin_datos,sin_datos,95,0,0,0,0,0,0,0,0,0,0,0,CURSANDO,0,,,grad_av_sin_IA,grad_av_sin_IA,10,10,3
A0013,Argentina,Sector Privado,Educación,Licenciada en Turismo,"Becaria Doctoral Conicet-Universidad de Morón, y Docente Universitaria",Me encuentro realizando mi doctorado.,principiante,,,,,,,,,,,,,,,,,,NO,no_quiere_programar,"Gobernanza de datos, información y conocimiento",sin_datos,0,0,0,0,0,0,sin_datos,0,0,0,0,0,0,0,0,0,0,0,Cuento con título de grado o soy estudiante avanzado de cualquier carrera ( sin conocimientos de IA),9,6,10,8,10,9,10,10,10,IA y educación,"Intermedio (B1, B2)",82,0,0,0,0,0,0,0,0,0,CURSANDO,0,CURSANDO,0,,grad_av_sin_IA,,grad_av_sin_IA,0,0,3
A0014,Argentina,Sector Público,Administración Pública,CONTADOR y ABOGADO,Jefatura de Distrito,No,principiante,,,,,,,,,,,,,,,,,,NO,quiere_programar,sin_datos,No cuento con experiencia en automatización o IA,10,8,8,9,10,10,sin_datos,0,0,0,0,0,0,0,0,0,0,0,sin_datos,0,0,0,0,0,0,0,0,0,sin_datos,sin_datos,54,0,0,0,0,0,0,0,0,0,CURSANDO,0,0,0,principiante,,,principiante,0,0,3
A0015,Argentina,Sector Privado,Otras,Ingeniera Química,Analista de Ingeniería,No,principiante,,,,,,,,,,,,,,,,,,SI,quiere_programar,sin_datos,Cuento con título de grado o soy estudiante de una carrera que no se relaciona con la informática.,10,8,10,10,9,8,sin_datos,0,0,0,0,0,0,0,0,0,0,0,sin_datos,0,0,0,0,0,0,0,0,0,sin_datos,sin_datos,54,0,0,0,0,0,0,0,0,0,CURSANDO,0,0,0,grad_av_sin_IA,,,grad_av_sin_IA,0,0,3
A0016,Argentina,Sector Público,Tecnología e Innovación,Estudiante de abogacia- Marketer Digital,Analista de Datos,"Si, investigacion en el marco de la beca CIUNT, trabajo el tema de cortes y cambios sociales en el ambito educativo",principiante,,,,,,,,,,,,,,,,,,SI,quiere_programar,sin_datos,Cuento con título de grado o soy estudiante de una carrera que no se relaciona con la informática.,10,10,10,10,10,10,sin_datos,0,0,0,0,0,0,0,0,0,0,0,sin_datos,0,0,0,0,0,0,0,0,0,sin_datos,sin_datos,59,0,0,0,0,0,0,0,0,0,CURSANDO,0,0,0,grad_av_sin_IA,,,grad_av_sin_IA,0,0,3
A0017,Argentina,No trabajo,,,,,principiante,,,,,,,,,,,,,,,,,,SI,quiere_programar,sin_datos,No cuento con experiencia en automatización o IA,10,10,10,10,10,10,sin_datos,0,0,0,0,0,0,0,0,0,0,0,sin_datos,0,0,0,0,0,0,0,0,0,sin_datos,sin_datos,59,0,0,0,0,0,0,0,0,0,0,0,CURSANDO,0,principiante,,,principiante,0,0,3
A0018,Argentina,No trabajo,,,,,principiante,,,,,,,,,,,,,,,,,,SI,quiere_programar,sin_datos,No cuento con experiencia en automatización o IA,7,7,8,7,7,9,sin_datos,0,0,0,0,0,0,0,0,0,0,0,sin_datos,0,0,0,0,0,0,0,0,0,sin_datos,sin_datos,44,0,0,0,0,0,0,0,0,0,CURSANDO,0,0,0,principiante,,,principiante,0,0,2
A0019,Argentina,Sector Público,Tecnología e Innovación,DBA oracle semi-senior y desarrolladora full stack junior,DBA oracle y desarrolladora fullstack,"Lo nombrado anteriormente es como becaria en el centro de investigación, pero se trabaja con sistemas de la Provincia de Córdoba",solo_sabe_programar,1 a 3 años,Nivel de conocimiento bajo,JR,Sin Conocimiento,Sin Conocimiento,JR,Sin Conocimiento,Sin Conocimiento,Sin Conocimiento,Sin Conocimiento,Sin Conocimiento,JR,Sin Conocimiento,Sin Conocimiento,Sin Conocimiento,Sin Conocimiento,Sin Conocimiento,SI,quiere_programar,sin_datos,Cuento con título de grado o soy estudiante avanzado de carrera informática con poca experiencia o no cuento con acreditación.,10,6,10,9,10,10,sin_datos,0,0,0,0,0,0,0,0,0,0,0,sin_datos,0,0,0,0,0,0,0,0,0,sin_datos,sin_datos,54,0,0,0,0,0,0,0,0,0,CURSANDO,0,0,0,grad_av_sin_IA,,,grad_av_sin_IA,0,0,3
A0020,Argentina,Sector Privado,Otras,Crew(Mc Donalds),Crew,No,principiante,,,,,,,,,,,,,,,,,,SI,quiere_programar,sin_datos,No cuento con experiencia en automatización o IA,10,10,10,10,10,8,sin_datos,0,0,0,0,0,0,0,0,0,0,0,sin_datos,0,0,0,0,0,0,0,0,0,sin_datos,sin_datos,57,0,0,0,0,0,0,0,0,0,CURSANDO,0,0,0,principiante,,,principiante,0,0,3
A0021,Argentina,No trabajo,,,,,principiante,,,,,,,,,,,,,,,,,,SI,quiere_programar,sin_datos,Cuento con título de grado o soy estudiante de una carrera que no se relaciona con la informática.,10,8,10,10,10,10,sin_datos,0,0,0,0,0,0,0,0,0,0,0,sin_datos,0,0,0,0,0,0,0,0,0,sin_datos,sin_datos,57,0,0,0,0,0,0,0,0,0,CURSANDO,0,0,0,grad_av_sin_IA,,,grad_av_sin_IA,0,0,3
A0022,Peru,No trabajo,,,,,principiante,,,,,,,,,,,,,,,,,,NO,quiere_programar,sin_datos,Cuento con título de grado o soy estudiante de una carrera que no se relaciona con la informática.,8,9,10,9,9,10,sin_datos,0,0,0,0,0,0,0,0,0,0,0,sin_datos,0,0,0,0,0,0,0,0,0,sin_datos,sin_datos,54,0,0,0,0,0,0,0,0,0,CURSANDO,0,0,0,grad_av_sin_IA,,,grad_av_sin_IA,0,0,3
A0023,Argentina,Sector Privado,Otras,Analista de siniestros,Analista de siniestros,No,principiante,,,,,,,,,,,,,,,,,,SI,no_quiere_programar,"Gobernanza de datos, información y conocimiento",sin_datos,0,0,0,0,0,0,sin_datos,0,0,0,0,0,0,0,0,0,0,0,Cuento con título de grado o soy estudiante avanzado de cualquier carrera ( sin conocimientos de IA),9,8,9,9,10,9,9,10,10,IA y ética,"Básico (Pre A1, A1, A2)",83,0,0,0,0,0,0,0,0,0,0,0,CURSANDO,0,,grad_av_sin_IA,,grad_av_sin_IA,0,0,3
A0024,Argentina,No trabajo,,,,,principiante,,,,,,,,,,,,,,,,,,SI,quiere_programar,sin_datos,Cuento con título de grado o soy estudiante de una carrera que no se relaciona con la informática.,10,8,10,9,10,10,sin_datos,0,0,0,0,0,0,0,0,0,0,0,sin_datos,0,0,0,0,0,0,0,0,0,sin_datos,sin_datos,56,0,0,0,0,0,0,0,0,0,CURSANDO,0,0,0,grad_av_sin_IA,,,grad_av_sin_IA,0,0,3
A0025,Argentina,Sector Público,Otras,Socióloga,Analista de datos,Investigadora en equipo del Conicet sobre salud y protestas religiosas,solo_sabe_programar,Menos de 1 año,Nivel de conocimiento bajo,JR,Sin Conocimiento,Sin Conocimiento,Sin Conocimiento,JR,Sin Conocimiento,Sin Conocimiento,JR,Sin Conocimiento,Sin Conocimiento,Sin Conocimiento,Sin Conocimiento,Sin Conocimiento,Sin Conocimiento,Sin Conocimiento,SI,no_quiere_programar,"Gobernanza de datos, información y conocimiento",sin_datos,0,0,0,0,0,0,sin_datos,0,0,0,0,0,0,0,0,0,0,0,Cursé Start coding y me inscribo sin recomendación de las autoridades del mismo,10,10,10,10,9,8,9,10,10,IA y Sector Público,"Intermedio (B1, B2)",86,0,0,0,0,0,0,0,0,0,0,0,CURSANDO,0,,start_coding_cursado,,start_coding_cursado,0,0,3
A0026,Argentina,Sector Privado,Otras,Estudiante Diseño de Imagen y sonido / community manager,Community Manager,No,principiante,,,,,,,,,,,,,,,,,,SI,no_quiere_programar,Project manager de sistemas de inteligencia artificial,sin_datos,0,0,0,0,0,0,Cuento con título de grado o soy estudiante avanzado de cualquier carrera ( sin conocimientos de IA),9,8,9,8,9,4,9,9,9,8,10,sin_datos,0,0,0,0,0,0,0,0,0,sin_datos,sin_datos,92,0,0,0,0,0,0,0,0,0,0,0,CURSANDO,0,,,grad_av_sin_IA,grad_av_sin_IA,8,10,3
A0027,Argentina,No trabajo,,,,,principiante,,,,,,,,,,,,,,,,,,SI,quiere_programar,sin_datos,No cuento con experiencia en automatización o IA,8,8,10,10,10,10,sin_datos,0,0,0,0,0,0,0,0,0,0,0,sin_datos,0,0,0,0,0,0,0,0,0,sin_datos,sin_datos,55,0,0,0,0,0,0,0,0,0,CURSANDO,0,0,0,principiante,,,principiante,0,0,3
A0028,Argentina,Sector Privado,Educación,Lic en economía,Coordinadora de contenidos ADE para España y Latam,Pertenezco a un equipo de investigación y soy docente universitaria,principiante,,,,,,,,,,,,,,,,,,NO,no_quiere_programar,Project manager de sistemas de inteligencia artificial,sin_datos,0,0,0,0,0,0,Cuento con título de grado o soy estudiante avanzado de cualquier carrera ( sin conocimientos de IA),10,10,10,10,10,10,10,10,10,10,10,sin_datos,0,0,0,0,0,0,0,0,0,sin_datos,sin_datos,110,0,0,0,0,0,0,0,0,0,CURSANDO,0,CURSANDO,0,,,grad_av_sin_IA,grad_av_sin_IA,10,10,3
A0029,Peru,No trabajo,,,,,principiante,,,,,,,,,,,,,,,,,,NO,quiere_programar,sin_datos,Cuento con título de grado o soy estudiante de una carrera que no se relaciona con la informática.,9,10,10,8,10,10,sin_datos,0,0,0,0,0,0,0,0,0,0,0,sin_datos,0,0,0,0,0,0,0,0,0,sin_datos,sin_datos,56,TERMINO,0,TERMINO,0,0,0,0,0,0,0,CURSANDO,CURSANDO,CURSANDO,grad_av_sin_IA,,,grad_av_sin_IA,0,0,3
A0030,Argentina,Sector Privado,Otras,Ingeniero Industrial,Jefe de Operaciones de Almacenes Argentina,No,solo_sabe_programar,Menos de 1 año,Nivel de conocimiento intermedio,JR,Sin Conocimiento,Sin Conocimiento,Sin Conocimiento,Sin Conocimiento,,,JR,,,,,,,,NO,quiere_programar,sin_datos,Cuento con título de grado o soy estudiante de una carrera que no se relaciona con la informática.,10,8,10,10,10,10,sin_datos,0,0,0,0,0,0,0,0,0,0,0,sin_datos,0,0,0,0,0,0,0,0,0,sin_datos,sin_datos,57,0,0,0,0,0,0,0,0,0,0,0,CURSANDO,0,grad_av_sin_IA,,,grad_av_sin_IA,0,0,3
A0031,Peru,Sector Privado,Tecnología e Innovación,Ingeniería Industrial,Asistente de Calidad y gestión de procesos,"Si, hago investigaciones.",solo_sabe_programar,Menos de 1 año,Nivel de conocimiento intermedio,,,,,,,,JR,,,SSR,,,,,NO,quiere_programar,sin_datos,Cuento con título de grado o soy estudiante de una carrera que no se relaciona con la informática.,10,10,10,10,10,10,sin_datos,0,0,0,0,0,0,0,0,0,0,0,sin_datos,0,0,0,0,0,0,0,0,0,sin_datos,sin_datos,59,0,0,0,0,0,0,0,0,0,0,0,CURSANDO,0,grad_av_sin_IA,,,grad_av_sin_IA,0,0,3
A0032,Argentina,No trabajo,,,,,principiante,,,,,,,,,,,,,,,,,,SI,quiere_programar,sin_datos,No cuento con experiencia en automatización o IA,8,4,10,5,7,9,sin_datos,0,0,0,0,0,0,0,0,0,0,0,sin_datos,0,0,0,0,0,0,0,0,0,sin_datos,sin_datos,42,0,0,0,0,0,0,0,0,0,CURSANDO,0,0,0,principiante,,,principiante,0,0,2
A0033,Argentina,Sector Privado,Otras,Estudiante,Asistente operativo,No,principiante,,,,,,,,,,,,,,,,,,NO,quiere_programar,sin_datos,No cuento con experiencia en automatización o IA,10,9,10,10,10,10,sin_datos,0,0,0,0,0,0,0,0,0,0,0,sin_datos,0,0,0,0,0,0,0,0,0,sin_datos,sin_datos,58,0,0,0,0,0,0,0,0,0,CURSANDO,0,0,0,principiante,,,principiante,0,0,3
A0034,Argentina,Sector Privado,Otras,cajera,cajera,no,solo_sabe_programar,Menos de 1 año,Nivel de conocimiento bajo,Sin Conocimiento,Sin Conocimiento,Sin Conocimiento,Sin Conocimiento,Sin Conocimiento,Sin Conocimiento,Sin Conocimiento,JR,Sin Conocimiento,Sin Conocimiento,Sin Conocimiento,Sin Conocimiento,Sin Conocimiento,JR,Sin Conocimiento,NO,quiere_programar,sin_datos,Cuento con título de grado o soy estudiante avanzado de carrera informática con poca experiencia o no cuento con acreditación.,9,9,9,9,5,5,sin_datos,0,0,0,0,0,0,0,0,0,0,0,sin_datos,0,0,0,0,0,0,0,0,0,sin_datos,sin_datos,45,TERMINO,0,TERMINO,0,0,0,0,0,0,0,0,CURSANDO,0,grad_av_sin_IA,,,grad_av_sin_IA,0,0,2
A0035,Argentina,Sector Privado,Otras,Piloto aviador,Instructor de vuelo,No,principiante,,,,,,,,,,,,,,,,,,SI,quiere_programar,sin_datos,No cuento con experiencia en automatización o IA,10,10,10,10,10,10,sin_datos,0,0,0,0,0,0,0,0,0,0,0,sin_datos,0,0,0,0,0,0,0,0,0,sin_datos,sin_datos,59,0,0,0,0,0,0,0,0,0,CURSANDO,0,0,0,principiante,,,principiante,0,0,3
A0036,Argentina,Sector Privado,Salud,Medico cardiologo intervencionista,Medico cardiologo intervencionista,Medico cardiologo de guardia,principiante,,,,,,,,,,,,,,,,,,SI,quiere_programar,sin_datos,Cuento con título de grado o soy estudiante de una carrera que no se relaciona con la informática.,9,10,10,10,10,10,sin_datos,0,0,0,0,0,0,0,0,0,0,0,sin_datos,0,0,0,0,0,0,0,0,0,sin_datos,sin_datos,58,0,0,0,0,0,0,0,0,0,CURSANDO,0,0,0,grad_av_sin_IA,,,grad_av_sin_IA,0,0,3
A0037,Argentina,Sector Público,Educación,Desarrollo de Software,Ayudante de profesor,No,solo_sabe_programar,1 a 3 años,Nivel de conocimiento intermedio,JR,JR,Sin Conocimiento,Sin Conocimiento,JR,JR,Sin Conocimiento,JR,JR,Sin Conocimiento,JR,Sin Conocimiento,Sin Conocimiento,Sin Conocimiento,Sin Conocimiento,NO,quiere_programar,sin_datos,No cuento con experiencia en automatización o IA,10,8,10,8,10,10,sin_datos,0,0,0,0,0,0,0,0,0,0,0,sin_datos,0,0,0,0,0,0,0,0,0,sin_datos,sin_datos,55,0,0,0,0,0,0,0,0,0,0,0,CURSANDO,0,solo_sabe_programar,,,solo_sabe_programar,0,0,3
A0038,Argentina,No trabajo,,,,,principiante,,,,,,,,,,,,,,,,,,SI,quiere_programar,sin_datos,No cuento con experiencia en automatización o IA,1,8,10,9,10,10,sin_datos,0,0,0,0,0,0,0,0,0,0,0,sin_datos,0,0,0,0,0,0,0,0,0,sin_datos,sin_datos,47,0,0,0,0,0,0,0,0,0,CURSANDO,0,0,0,principiante,,,principiante,0,0,2
A0039,Argentina,Sector Público,Tecnología e Innovación,Lic.Administracion de empresas,Analista contable,Colaborion con investigadores,solo_sabe_programar,3 a 5 años,Nivel de conocimiento intermedio,JR,JR,Sin Conocimiento,JR,JR,Sin Conocimiento,Sin Conocimiento,JR,JR,Sin Conocimiento,Sin Conocimiento,Sin Conocimiento,Sin Conocimiento,Sin Conocimiento,Sin Conocimiento,SI,quiere_programar,sin_datos,Cuento con título de grado o soy estudiante de una carrera que no se relaciona con la informática.,10,8,10,10,10,10,sin_datos,0,0,0,0,0,0,0,0,0,0,0,sin_datos,0,0,0,0,0,0,0,0,0,sin_datos,sin_datos,57,0,0,0,0,0,0,0,0,0,CURSANDO,0,0,0,grad_av_sin_IA,,,grad_av_sin_IA,0,0,3
A0040,Argentina,Sector Privado,Otras,Ingeniero Industrial,Ingeniero de procesos (Bayer) - Jefe de trabajos prácticos (UNLu),si,principiante,,,,,,,,,,,,,,,,,,SI,no_quiere_programar,Project manager de sistemas de inteligencia artificial,sin_datos,0,0,0,0,0,0,Cuento con título de grado o soy estudiante avanzado de cualquier carrera ( sin conocimientos de IA),7,10,9,8,7,8,10,5,6,10,10,sin_datos,0,0,0,0,0,0,0,0,0,sin_datos,sin_datos,90,0,0,0,0,0,0,0,0,0,0,0,CURSANDO,0,,,grad_av_sin_IA,grad_av_sin_IA,10,10,3
A0041,Argentina,Sector Privado,Educación,Pediatra neumóloga y Docente universitaria,Médica de Planta del Servicio de Neumonología Infantil y Jefe de Trabajos Prácticos de Anatomía normal para la carrera de medicina en la UBA y Fundación Barceló,"Colaboro como docente en el Curso Clínica R utilizando Estudio y Curso de Revisiones sistemáticas y metaanálisis , en el Instituto de investigaciones epidemiológicas de la Academia Nacional de Medicina junto al Dr. Javier Mariani",principiante,,,,,,,,,,,,,,,,,,SI,no_quiere_programar,"Gobernanza de datos, información y conocimiento",sin_datos,0,0,0,0,0,0,sin_datos,0,0,0,0,0,0,0,0,0,0,0,Cuento con título de grado o soy estudiante avanzado de cualquier carrera ( sin conocimientos de IA),10,10,10,10,10,8,9,10,10,IA y salud,"Intermedio (B1, B2)",87,0,0,0,0,0,0,0,0,0,0,0,CURSANDO,0,,grad_av_sin_IA,,grad_av_sin_IA,0,0,3
A0042,Argentina,Sector Privado,Otras,Atención al público,Atención al público y repositorios de mercaderías,Estudio en la universidad,solo_sabe_programar,1 a 3 años,Nivel de conocimiento intermedio,,,,,,,,JR,,,,,,,,SI,quiere_programar,sin_datos,No cuento con experiencia en automatización o IA,10,3,10,10,10,8,sin_datos,0,0,0,0,0,0,0,0,0,0,0,sin_datos,0,0,0,0,0,0,0,0,0,sin_datos,sin_datos,50,0,0,0,0,0,0,0,0,0,0,0,CURSANDO,0,solo_sabe_programar,,,solo_sabe_programar,0,0,2
A0043,Argentina,No trabajo,,,,,principiante,,,,,,,,,,,,,,,,,,SI,quiere_programar,sin_datos,No cuento con experiencia en automatización o IA,10,10,10,10,10,10,sin_datos,0,0,0,0,0,0,0,0,0,0,0,sin_datos,0,0,0,0,0,0,0,0,0,sin_datos,sin_datos,59,0,0,0,0,0,0,0,0,0,CURSANDO,0,0,0,principiante,,,principiante,0,0,3
A0044,Argentina,No trabajo,,,,,principiante,,,,,,,,,,,,,,,,,,SI,quiere_programar,sin_datos,Cuento con título de grado o soy estudiante de una carrera que no se relaciona con la informática.,10,10,10,10,10,10,sin_datos,0,0,0,0,0,0,0,0,0,0,0,sin_datos,0,0,0,0,0,0,0,0,0,sin_datos,sin_datos,59,0,0,0,0,0,0,0,0,0,CURSANDO,0,0,0,grad_av_sin_IA,,,grad_av_sin_IA,0,0,3
A0045,Argentina,No trabajo,,,,,principiante,,,,,,,,,,,,,,,,,,SI,quiere_programar,sin_datos,Cuento con título de grado o soy estudiante de una carrera que no se relaciona con la informática.,8,10,10,8,8,10,sin_datos,0,0,0,0,0,0,0,0,0,0,0,sin_datos,0,0,0,0,0,0,0,0,0,sin_datos,sin_datos,53,0,0,0,0,0,0,0,0,0,CURSANDO,0,0,0,grad_av_sin_IA,,,grad_av_sin_IA,0,0,3
